ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
Libas Women Blue & Golden Printed Straight Kurta,Libas,Women,679,5,"Blue, golden and pink printed straight kurta with tie-up detail, has a mandarin collar, three-quarter sleeves, hook and eye closure, mock button placket, straight hem, and side slits",Blue
HIGHLANDER Men Black Solid Denim Jacket,HIGHLANDER,Men,939,5,"Black solid jacket, has a spread collar, 2 pockets, button closure, long sleeves, straight hem, and unlined", Black
Indian Terrain Boys Brown Regular Fit Solid Chinos,Indian Terrain,Boys,629,4,"Brown solid mid-rise trousers, button closure, and 4 pockets", Brown
Priyaasi Set of 4 Pink Gold-Plated Stone-Studded Handcrafted Bangles,Priyaasi,Women,475,5,"Set of four pink gold-plated handcrafted banglesEach has stone-studded and silk-threaded detail, slip-on closure", Pink
Roadster Women Orange Solid Round Neck T-shirt,Roadster,Women,244,5,"Orange solid T-shirt, has a round neck, and short sleeves", Orange
Puma Men Black Solid Extractor Running Shoes,Puma,Men,3149,5,"Special technologies:SoftFoam+sockliner: Flexible sock collar with cushioned foot bed provides easy optimal step-in comfortDesign details:A pair of black solid running shoes, has regular styling, lace up detailTextile upperThe upper is a tongue construction perfect for that premium lace up fit.Midfoot detailing with PUMA branding adds depth to the upper.Lacing through internal gilleys adds another stylish touch to the upper.Deco-stitched detailing mimic overlay pieces while at the same time keeping the upper clean and lightweight.The tooling features full length EVA with rubber coverage on the outsole for traction and durability.The Extractor infuses our PUMA design language into an easy to wear upper on a full length EVA tooling.Warranty: 3 monthsWarranty provided by brand/manufacturer", Black
Indian Terrain Men Green & Blue Slim Fit Checked Casual Shirt,Indian Terrain,Men,1034,6,"Green and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Indian Terrain Men Grey Urban Tapered Fit Solid Regular Smart Casual Trousers,Indian Terrain,Men,1839,6,"Grey solid low-rise trousers, button closure, and 4 pocketsDoes not come with a belt", Red
Indian Terrain Boys Brown Camo Printed Regular Fit Cargos,Indian Terrain,Boys,674,4,"Brown camo printed mid-rise trousers, button closure, and 6 pockets", Brown
Chkokko Men Black Solid Polo Collar T-shirt,Chkokko,Men,647,5,"Black solid T-shirt, has a polo collar, and short sleeves", Black
Puma Unisex Black INTERFLEX SoftFoam + Running Shoes,Puma,Unisex,3499,5,"Special Technology:SoftFoam + insole provides superior cushioning and comfort ideal for every stage of your dayProduct Design Details:A pair of black running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Puma Men Maroon Concave Pro IDP Running Shoes,Puma,Men,2149,5,"Special Technology:SoftFoam flexible fit and long-lasting comfortDesign Details:A pair of maroon running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Maroon
Chkokko Men Black Solid Round Neck Training T-shirt,Chkokko,Men,563,5,"Black solid training T-shirt, has a round neck, and short sleeves", Black
GAP Boys Superdenim Slim Jeans With Fantastiflex,GAP,Boys,1999,3,"Super stretchy and super soft-for everyday-awesome, saving-the-world type of adventuresPremium 1969 denim with high stretchDark indigo washHook & bar closure beneath faux snap for easy on and off, zip flyFive-pocket stylingThe water used in the process of washing and dyeing these jeans is specially treated to ensure it is safe and clean when it leaves the factory",
Indian Terrain Boys White Regular Fit Solid Casual Shirt,Indian Terrain,Boys,449,3,"White solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem", White
Indian Terrain Men Navy Blue Slim Fit Printed Smart Casual Shirt,Indian Terrain,Men,989,6,"Navy Blue printed smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Indian Terrain Men Green Striped Polo T-shirt,Indian Terrain,Men,944,5,"Green and mustard yellow striped T-shirt, has a polo collar, short sleeves, and 1 pocket", Green
Indian Terrain Boys Green Regular Fit Solid Casual Shirt,Indian Terrain,Boys,404,3,"Green solid casual shirt, has a spread collar, short sleeves, button placket, and curved hem", Green
KLEIO Mustard Yellow Solid Sling Bag,KLEIO,Women,671,6,"Mustard  solid sling bag with buckle detail detail, has a button closure1 main compartment, 1 external and 1 inner pocketTablet sleeve: NoNon-Detachable Sling StrapWarranty: 3 monthsWarranty provided by brand/manufacturer", Yellow
GAP Boy's Flippy Sequin Short Sleeve T-Shirt,GAP,Boys,1299,4,Soft knitShort sleevesContrast trim at crewneckAssorted graphics at front,
Indian Terrain Men Navy Blue Printed Round Neck T-shirt,Indian Terrain,Men,399,5,"Navy blue printed T-shirt, has a round neck, and short sleeves",Blue
Indian Terrain Men Brown Solid Henley Neck T-shirt,Indian Terrain,Men,679,5,"Brown solid T-shirt, has a Henley neck, and long sleeves", Brown
Puma Unisex Black Nucleus Run Sneakers,Puma,Unisex,2749,5,"Special Technology:IMEVA: PUMA's midsole for a lightweight and comfortable feelSoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayDesign Details:A pair of round-toe black sneakers, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Indian Terrain Men Olive Green & White Slim Fit Checked Semiformal Shirt,Indian Terrain,Men,989,5,"Olive Green and White checked semiformal shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket", Green
Indian Terrain Boys Olive Green Printed Regular Fit Chino Shorts,Indian Terrain,Boys,449,4,"Olive Green printed mid-rise chino shorts, has 4 pockets, and button closure", Green
Chkokko Women Purple Solid Hooded Sweatshirt,Chkokko,Women,547,5,"Purple solid sweatshirt, has an attached hood, four pockets, long sleeves, zip closure, straight hem", Purple
MANGO Women Off-White & Beige Tropical Print Midi A-Line Dress,MANGO,Women,4590,5,"Off-White, beige and peach-coloured printed woven midi A-line dress with tie-up, has shoulder straps, concealed zip closure, and flared hemComes with a fabric belt", White
Indian Terrain Boys Blue Regular Fit Solid Casual Shirt,Indian Terrain,Boys,999,3,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue
Pipa Bella Women Gold-Plated Cuff Bracelet,Pipa Bella,Women,957,5,Gold-plated cuff braceletMaterial: BrassClosure: Lobster, Gold
Indian Terrain Men Navy Blue & Purple Brooklyn Slim Fit Printed Regular Trousers,Indian Terrain,Men,1079,5,"Navy Blue and Purple printed low-rise trousers, button closure, and 5 pockets",Blue
Puma Men Black Manitoba IDP Running Shoes,Puma,Men,1899,5,"Details:A pair of black running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Indian Terrain Boys Brown Regular Fit Self Design Trousers,Indian Terrain,Boys,674,4,"Brown self design mid-rise trousers, button closure, and 5 pockets", Brown
Jewels Galaxy Beige & Black Copper-Plated Beaded Multi-Stranded Necklace,Jewels Galaxy,Women,629,4,Beige and black multi-stranded necklaceMaterial and stone type: Brass with Artificial BeadsPlating: Copper-PlatedClosure: Lobster Closure, Black
GAP Boys Stripe Logo Polo T-shirt,GAP,Boys,1299,3,"Soft knitShort sleeves with banded cuffsSpread collar, henley button frontAssorted all over stripe",
GAP Boy's Denim Shirt,GAP,Boys,1149,5,"Premium denim.Dark indigo washLong sleeves, button cuffsSpread collarButton frontChest pocketsCurved shirttailTo preserve this authentic color and prevent dye from rubbing off onto other fabrics, wash inside out in cold water before wearing",
Indian Terrain Men Beige & Brown Kruger Skinny Fit Printed Smart Casual Chinos,Indian Terrain,Men,1034,5,"Beige and brown printed low-rise smart casual trousers, button closure, and 4 pocketsOur stylist has paired these trousers with a belt, This trouser does not come with a belt.", Brown
KLEIO Peach-Coloured Solid Sling Bag,KLEIO,Women,1147,5,"Peach-Coloured solid sling bag, has a button closure3 main compartments, 3 inner pocketsNon Detachable sling strapWarranty: 3 monthsWarranty provided by brand/manufacturer", Red
GAP Girls Logo Flippy Sequin Long Sleeve T-Shirt,GAP,Girls,899,5,Soft jersey knit.Ribbed crewneck.Long sleeves.Gap logo flippy sequins at front.Curved hem.,
Indian Terrain Men Brown Brooklyn Slim Fit Solid Regular Trousers,Indian Terrain,Men,1919,5,"Brown solid low-rise regular trousers, button closure, and 4 pockets", Brown
Libas Women Blue Self-Striped Asymmetric Hemline A-Line Kurta,Libas,Women,679,5,"Blue self-striped A-line kurta, has a shirt collar, short sleeves, asymmetric hem, and front slit, concealed hook closures, one pocket",Blue
FOSH Women Red Sheath Dress,FOSH,Women,799,5,"Red solid knitted sheath %S, has  shoulder straps, short sleeves, and straight hem", Red
Indian Terrain Boys White Regular Fit Solid Casual Shirt,Indian Terrain,Boys,629,4,"White solid casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 welt pocket", White
Indian Terrain Boys Blue & Red Regular Fit Checked Casual Shirt,Indian Terrain,Boys,584,5,"Blue and Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 welt pocket",Blue
Chkokko Men Mustard Yelow Solid V-Neck T-shirt,Chkokko,Men,464,5,"Mustard yellow solid T-shirt, has a V-neck, and short sleeves", Mustard
Indian Terrain Men Navy Blue Brooklyn Slim Fit Self-Design Trousers,Indian Terrain,Men,1839,5,"Navy blue self-design low-rise trousers, button closure, and 4 pockets",Blue
Indian Terrain Boys Red Regular Fit Checked Casual Shirt,Indian Terrain,Boys,584,4,"Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Red
Indian Terrain Men Cream-Coloured Solid Henley Neck T-shirt,Indian Terrain,Men,679,5,"Cream-coloured solid T-shirt, has a Henley neck, and long sleeves", Red
Indian Terrain Men Green & Yellow Slim Fit Checked Casual Shirt,Indian Terrain,Men,944,6,"Green, yellow and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Green
Puma Unisex Grey Turin II SoftFoam+ Sneakers,Puma,Unisex,2399,5,"Special Technology:SoftFoam+sockliner: Flexible sock collar with cushioned foot bed provides easy optimal step-in comfortEVA midsole for perfect cushioning.Design Details:A pair of round-toe grey sneakers, has regular styling, lace-up detailNylon upper with synthetic leather overlays.Cushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Grey
Indian Terrain Boys Yellow Printed Sweatshirt,Indian Terrain,Boys,584,4,"Yellow printed sweatshirt, has a round neck,  curved hem", Yellow
Indian Terrain Men Navy Blue & Off-White Striped Polo Collar T-shirt,Indian Terrain,Men,764,5,"Navy Blue,Off-white and Green striped T-shirt, has a polo collar, and long sleeves",Blue
Cortina Green Printed Single Window Curtain,Cortina,Unisex,902,4,Set content: Single window curtainColour: GreenPattern: Ethnic motifsLight blocking: Room darkeningFitting: Eyelet, Green
Indian Terrain Men Pink Printed Round Neck T-shirt,Indian Terrain,Men,449,5,"Pink printed T-shirt, has a round neck, and short sleeves", Pink
Indian Terrain Men Charcoal Grey Brooklyn Slim Fit Solid Regular Trousers,Indian Terrain,Men,1349,7,"Charcoal Grey solid low-rise trousers, button closure, and 5 pockets", Grey
Freehand White Printed Slim Fit Casual Shirt,Freehand,Men,949,4,"White and blue printed casual shirt, has a spread collar, a full button placket, long sleeves, one pocket", White
Ed Hardy Grey Printed Jacket,Ed Hardy,Men,2649,6,"Grey printed jacket, has a stand collar, long sleeve, a full zip closure, two pockets, attached lining with a welt pocket", Grey
Indian Terrain Men Black Striped Polo Collar T-shirt,Indian Terrain,Men,674,5,"Black and Brown striped T-shirt, has a polo collar, short sleeves, and 1 pockets", Black
Indian Terrain Men Brown Printed Regular Fit Chino Shorts,Indian Terrain,Men,674,5,"Brown printed mid-rise chino shorts, has a waistband with belt loops, 4 pockets, and button and zip closure", Brown
Indian Terrain Men Navy Blue Brooklyn Slim Fit Self Design Regular Trousers,Indian Terrain,Men,1099,5,"Navy Blue self-design low-rise trousers, button closure, and 4 pockets",Blue
Indian Terrain Men Maroon Regular Fit Checked Smart Casual Shirt,Indian Terrain,Men,1079,5,"Maroon checked smart casual shirt, has a slim collar, long sleeves, button placket, curved hem, 1 patch pocket", Maroon
Indian Terrain Men Red & Navy Blue Slim Fit Checked Casual Shirt,Indian Terrain,Men,944,6,"Red and navy blue checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",Blue
GAP Girl Graphic Long Sleeve T-Shirt,GAP,Girls,1999,4,"Soft knitDropped shoulders, long sleevesCrewneckAssorted graphics at front",
Indian Terrain Boys Red & Blue Regular Fit Checked Casual Shirt,Indian Terrain,Boys,559,4,"Red and Blue checked casual shirt, has a slim collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Libas Women Yellow & Pink Printed Kurta with Trousers,Libas,Women,959,6,"Yellow and pink printed kurta with trousersYellow and pink anarkali calf length kurta with gathered detail, has a mandarin collar, short sleeves, flared hem, front slitYellow and pink Printed trousers, has partially elasticated waistband, slip-on closure, two pockets", Yellow
GAP Boys Poplin Plaid Long Sleeve Shirt,GAP,Boys,1149,5,Poplin weaveLong sleeves with button cuffsSpread collar with buttonsButton frontCurved shirttailAllover plaid,
Indian Terrain Boys Green Checked Cotton Regular Fit Casual Shirt,Indian Terrain,Boys,519,4,"Green checked casual shirt, has a slim collar, long sleeves, button placket, and curved hem", Green
Indian Terrain Boys Orange Regular Fit Solid Casual Shirt,Indian Terrain,Boys,674,4,"Orange solid casual shirt, has a slim collar, long sleeves, button placket, curved hem, and 1 pocket", Orange
Indian Terrain Men Blue Brooklyn Slim Fit Mid-Rise Clean Look Jeans,Indian Terrain,Men,1259,7,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Indian Terrain Men Navy Blue Urban Tapered Fit Solid Smart Casual Chinos,Indian Terrain,Men,1959,5,"Navy Blue solid low-rise trousers, button closure, and 5 pocketsDoes not come with a belt",Blue
Mast & Harbour Women Grey Melange Solid Sweatshirt,Mast & Harbour,Women,524,5,"Grey melange solid sweatshirt with pearl embellishments, has a round neck, long sleeves, ribbed hem", Grey
Indian Terrain Men Off-White Brooklyn Slim Fit Solid Smart Casual Regular Trousers,Indian Terrain,Men,1759,5,"Off-White solid low-rise smart casual regular trousers, button closure, and 5 pocketsDisclaimer:Our stylist has styled this pair of trousers with a belt. It does not come with a belt.", White
Indian Terrain Boys Grey Printed Regular Fit Chino Shorts,Indian Terrain,Boys,494,4,"Grey printed mid-rise chino shorts, has 4 pockets, and button closure", Grey
Indian Terrain Men Black Solid Henley Neck T-shirt,Indian Terrain,Men,639,5,"Black solid T-shirt, has a Henley neck, and long sleeves", Black
Indian Terrain Men Black Brooklyn Slim Fit Printed Smart Casual Chinos,Indian Terrain,Men,1034,5,"Black printed mid-rise smart casual chinos, button closure, and 4 pockets", Black
Aditi Wasan Women Black Solid Two Fold Leather Wallet,Aditi Wasan,Women,599,5,"Black solid two fold wallet with button closure1 main compartment, has a non detachable flap6 card holders, 2 slip pockets, has a flap coin pocketDisclaimer: This is a genuine leather product that has been designed with good care which makes every piece unique and gives variety in the appearance. The genuine look might vary", Black
Indian Terrain Boys Maroon & Yellow Colourblocked Sweater,Indian Terrain,Boys,674,4,"Maroon and Yellow colourblocked sweater, has a round neck, long sleeves, and ribbed hem", Yellow
Indian Terrain Men Beige & Teal Green Printed Polo T-shirt,Indian Terrain,Men,679,5,"Beige and teal green printed T-shirt, has a polo collar, and short sleeves", Green
Indian Terrain Men Blue Brooklyn Fit Mid-Rise Clean Look Stretchable Jeans,Indian Terrain,Men,1034,7,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Indian Terrain Men Beige Brooklyn Slim Fit Solid Chinos,Indian Terrain,Men,1999,5,"Beige solid low-rise chinos, has button closure, and 5 pockets", Beige
Indian Terrain Boys Blue Regular Fit Solid Corduroy Casual Shirt,Indian Terrain,Boys,674,4,"Blue solid corduory casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Indian Terrain Boys Navy Blue & White Regular Fit Checked Casual Shirt,Indian Terrain,Boys,519,5,"Navy Blue, White and Grey checked casual shirt, has a spread collar, long sleeves, zip closure, curved hem, and 2 flap pockets",Blue
Indian Terrain Men Blue Brooklyn Slim Fit Low-Rise Clean Look Stretchable Jeans,Indian Terrain,Men,1124,5,"Blue dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Indian Terrain Men Olive Green Brooklyn Slim Fit Solid Chinos,Indian Terrain,Men,1999,7,"Olive Green solid low-rise trousers, button closure, and 4 pockets", Green
Indian Terrain Men Green & Black Slim Fit Checked Smart Casual Shirt,Indian Terrain,Men,944,5,"Green, Black and white checked smart casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket", Green
Indian Terrain Boys Khaki Regular Fit Self Design Trousers,Indian Terrain,Boys,674,4,"Khaki self-design mid-rise trousers, button closure, and 4 pockets", Khaki
Ed Hardy Grey Printed Sweater,Ed Hardy,Men,1649,6,"Grey printed sweater, has a round neck, long sleeves, a ribbed hem", Grey
Puma Women Black NRGY Asteroid Running Shoes,Puma,Women,2999,5,"Special Technology:Softfoam+ comfort insoleInjection-moulded ethylene-vinyl acetate midsole with IGNITE foam drop-in for lightweight performance, superior energy return and comfortGround contact ethylene-vinyl acetate outsole for enhanced cushioningDesign Details:A pair of black running sports shoes, has regular styling, lace-up detailMesh upper : Lightweight, breathable upperCushioned footbed : Rubber heel and toe pads for durability and gripTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Indian Terrain Men Navy Blue Striped Round Neck T-shirt,Indian Terrain,Men,629,5,"Navy Blue striped T-shirt, has a round neck, and long sleeves",Blue
Chkokko Women Grey Melange Solid Round Neck Running T-shirt,Chkokko,Women,557,5,"Grey Melange solid running T-shirt, has a round neck, and short sleeves", Grey
Roadster Women Purple & White Printed Round Neck T-shirt,Roadster,Women,274,5,"Purple and White printed T-shirt, has a round neck, and short sleeves", White
Indian Terrain Men Navy Blue Solid Polo Collar T-shirt,Indian Terrain,Men,674,5,"Navy Blue solid T-shirt, has a polo collar, and short sleeves",Blue
HIGHLANDER Men Black & White Striped Polo Collar T-shirt,HIGHLANDER,Men,699,5,"Black and White striped T-shirt, has a polo collar, and short sleeves", Black
Indian Terrain Men Red Striped Polo Collar T-shirt,Indian Terrain,Men,599,5,"Red striped T-shirt, has a polo collar, and short sleeves", Red
Indian Terrain Men Beige Brooklyn Slim Fit Solid Smart Casual Regular Trousers,Indian Terrain,Men,1759,5,"Beige solid low-rise smart casual regular trousers, button closure, and 5 pocketsDisclaimer:Our stylist has styled this pair of trousers with a belt. It does not come with a belt.", Beige
Nike Sportswear Men Black Solid AS M NSW CE TRK SUIT WVN BASIC Loose Fit Tracksuit,Nike,Men,2921,5,"Special Technologies:Smooth Durability Taffeta fabric is smooth and durable, with a slightly shiny finish.Breathable Comfort Knit mesh lining promotes greater airflow for breathable comfort.Secure Fit Elastic hem and cuffs keep the suit in place and let you show off your kicks.Product Details:Black tracksuitBlack sweatshirt, has a mock collar, a zip closure, long sleeves, two insert pockets and mesh liningBlack track pants, has an elasticated waistband with drawstring closure, two pockets, cuffed hems and mesh lining", Black
Indian Terrain Boys Blue & Grey Checked Regular Trousers,Indian Terrain,Boys,1399,4,"Blue, Black and Grey checked mid-rise trousers, button closure, and 4 pockets",Blue
Indian Terrain Men Burgundy & Red Slim Fit Striped Smart Casual Shirt,Indian Terrain,Men,989,5,"Burgundy and red striped smart casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket", Red
KazarMax Women White & Pink Printed Slip-On Sneakers,KazarMax,Women,1124,5,"A pair of round-toe white and pink printed slip-on sneakers, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", White
Puma Unisex Navy Blue Turin II Sneakers,Puma,Unisex,2159,5,"Special technology:SoftFoam+sockliner: Flexible sock collar with cushioned foot bed provides easy optimal step-in comfortDesign Details:A pair of round-toe navy blue sneakers, has regular styling, lace-up detailSynthetic leather upper with T-toe constructionCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue
OOMPH Gold-Toned Circular Studs,OOMPH,Women,418,4,Gold-Toned Circular studsSecured with a post and back closure, Gold
Indian Terrain Men Green & White Slim Fit Checked Casual Shirt,Indian Terrain,Men,1034,5,"Green and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Green
Indian Terrain Boys Blue Regular Fit Checked Casual Shirt,Indian Terrain,Boys,584,4,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue
Indian Terrain Boys Red Regular Fit Checked Casual Shirt,Indian Terrain,Boys,629,7,"Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 welt pocket", Red
Chkokko Men Maroon Solid Henley Neck T-shirt,Chkokko,Men,464,5,"Maroon solid T-shirt, has a Henley neck, and short sleeves", Maroon
Chkokko Men Black Solid Round Neck Training T-shirt,Chkokko,Men,563,5,"Black solid training T-shirt, has a round neck, and short sleevesEngineered with dry fit technology", Black
Mast & Harbour Women Navy Blue & White Striped Hooded Sweatshirt,Mast & Harbour,Women,599,5,"Navy blue and white striped sweatshirt, has a hooded neck with lace-up detail, long sleeves, straight hem",Blue
Chkokko Men Blue Solid Round Neck T-shirt,Chkokko,Men,464,5,"Blue solid T-shirt, has a round neck, and short sleeves",Blue
Puma Women Black Escaper Core Running Shoes,Puma,Women,2974,5,"Special Technologies:The 4DFit supportive system ensures an engineered fit to your foot through a flexible moulded cage.The soft density PropelFoam midsole compound offers extra response and lightweight cushioning for comfort and agility with every stride, whereas the full rubber outsole enables traction and durability.SoftFoam + insole provides superior cushioning and comfort ideal for every stage of your dayProduct Design Details:A pair of black running sports shoes, has regular styling, lace-up detailThe breathable and lightweight mesh upper creates a modern and dynamic look.Cushioned footbedWith lowered midsole heights, articulated chevron design, and flex grooves in the forefootThe forefoot is equipped with flexible breathable mesh and the heel delivers layers of interest and reflectivity allowing this shoe to move with the foot and offer a fresh look.Textured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Indian Terrain Men White & Blue Striped Polo Collar T-shirt,Indian Terrain,Men,599,5,"White and blue striped T-shirt, has a polo collar, and short sleeves",Blue
KLEIO Green Solid Sling Bag,KLEIO,Women,671,5,"Green  solid sling bag with buckle detail detail, has a button closure1 main compartment, 1 external and 1 inner pocketTablet sleeve: NoNon-Detachable Sling StrapWarranty: 3 monthsWarranty provided by brand/manufacturer", Green
Indian Terrain Boys Blue Regular Fit Checked Chinos,Indian Terrain,Boys,674,4,"Blue checked mid-rise trousers, button closure, and 4 pockets",Blue
Indian Terrain Men White & Red Slim Fit Checked Smart Casual Shirt,Indian Terrain,Men,989,5,"White and red checked smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, 1 patch pocket", Red
Indian Terrain Men Brown Kansas Straight Fit Solid Regular Smart Casual Trousers,Indian Terrain,Men,1149,7,"Brown solid low-rise smart casual trousers, button closure, and 5 pockets", Brown
Puma Unisex Black Turin II Sneakers,Puma,Unisex,2399,5,"Special Technology:SoftFoam + sockliner: Sock structure for flexible fit and long-lasting comfortDesign Details:A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Mast & Harbour Men Burgundy & Off White Solid Hooded Sweatshirt,Mast & Harbour,Men,1299,5,"Burgundy and off white solid sweatshirt with embroidered detail on chest, has a hood neck, long sleeves, two pockets and ribbed hem", White
Roadster Women Black & Yellow Colourblocked Round Neck T-shirt,Roadster,Women,699,5,"Black and Yellow colourblocked T-shirt, has a round neck, and long sleeves", Yellow
Aditi Wasan Unisex Black Solid Leather Card Holder,Aditi Wasan,Unisex,505,5,"Black solid card holder1 main compartment Multiple card holders, 2 slip pocketsDisclaimer: This is a genuine leather product that has been designed with good care which makes every piece unique and gives variety in the appearance. The genuine look might vary", Black
Indian Terrain Men Khaki Kruger Skinny Fit Printed Smart Casual Chinos,Indian Terrain,Men,1034,5,"Khaki printed low-rise smart casual chinos, button closure, and 5 pockets", Khaki
Indian Terrain Men Multicoloured Chiseled Slim Fit Checked Smart Casual Shirt,Indian Terrain,Men,989,6,"Multicoloured checked smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Red
Indian Terrain Men Grey Melange & Black Printed Round Neck T-shirt,Indian Terrain,Men,472,5,"Grey Melange and black printed T-shirt, has a round neck, and short sleeves", Black
Indian Terrain Boys Navy Blue Regular Fit Solid Regular Trousers,Indian Terrain,Boys,539,4,"Navy Blue solid mid-rise trousers, button closure, and 5 pockets",Blue
Free Authority Men Blue Game Of Thrones Printed Round Neck T-Shirt,Free Authority,Men,549,5,"Blue and White printed T-shirt, has a round neck, and short sleeves",Blue
GAP Boy's Oxford Button-Down Shirt,GAP,Boys,749,3,"Smooth cotton oxford.Long sleeves with button cuffs.Button-down collar, button front.Embroidered Brannan bear to chest patch pocket.Curved shirttail.Pleat at rear yoke seam, except pink.",
Indian Terrain Men Brown Brooklyn Slim Fit Self-Checked Smart Casual Trousers,Indian Terrain,Men,1559,5,"Brown self-checked low-rise trousers, button closure, and 4 pocketsDoes not come with a belt", Brown
KLEIO Red Solid Sling Bag,KLEIO,Women,1147,5,"Red solid sling bag, has a button closure3 main compartments, 3 inner pocketsNon detachable sling strapWarranty: 3 monthsWarranty provided by brand/manufacturer", Red
Indian Terrain Men Red & White Striped Polo T-shirt,Indian Terrain,Men,719,5,"Red, white and navy blue striped T-shirt, has a polo collar, short sleeves, and 1 pocket", Red
MANGO Women Navy Blue Washed Denim Jacket,MANGO,Women,2333,5,"Navy blue washed denim jacket, has a spread collar, long cuffed sleeves, full button placket, four pockets",Blue
Indian Terrain Men Beige Brooklyn Slim Fit Self Design Chinos,Indian Terrain,Men,1919,5,"Beige self design knitted low-rise chinos, has a waistband with belt loops, button closure, zip fly, and five pockets", Beige
Indian Terrain Boys Red & Black Regular Fit Printed Casual Shirt,Indian Terrain,Boys,584,4,"Red and Black printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Red
Duke Men Blue Striped Mandarin Collar T-shirt,Duke,Men,507,5,"Blue and Grey striped T-shirt, has a mandarin collar, short sleeves, and 1 pockets",Blue
OddCroft White & Brown Photo Frame,OddCroft,Unisex,640,5,Type: Table & wall Photo FrameColour: White & BrownPattern: SolidType: SingleCapacity: 1 photos, White
Libas Women Mustard Yellow Solid Straight Kurta,Libas,Women,499,5,"Mustard yellow solid straight kurta with pleated detail, has a mandarin collar, button closure, three-quarter sleeves, one pocket, curved hem, and side slits", Yellow
Indian Terrain Men Olive Green Solid Polo Collar T-shirt,Indian Terrain,Men,674,5,"Olive green solid T-shirt, has a polo collar, and short sleeves", Green
Indian Terrain Men Green & Grey Printed Polo Collar T-shirt,Indian Terrain,Men,764,5,"Green and Grey printed T-shirt, has a polo collar, short sleeves, and 1 pockets", Green
Indian Terrain Men White & Navy Blue Slim Fit Checked Smart Casual Shirt,Indian Terrain,Men,944,5,"White and navy blue checked smart casual shirt, has a button-down collar, long sleeves, button placket, curved hem, 1 patch pocket",Blue
MANGO Women Rust Red & Blue Printed Accordion Pleats A-line Skirt,MANGO,Women,3590,5,"Red and blue printed accordion pleats midi A-line skirt, has an elasticated waistband with drawstring closure, flared hemline, attached lining",Blue
Indian Terrain Boys Olive Green Regular Fit Solid Trousers,Indian Terrain,Boys,674,4,"Olive Green solid mid-rise trousers, button closure, and 5 pockets", Green
